EmployeeID,Name,Department,JobRole,HireDate,Gender,Salary,ManagerID,ReviewID,ReviewDate,PerformanceScore,TrainingHours,Promotion,Attrition,HireYear,HireMonth
447,Employee 447,Marketing,Analyst,29-12-2019 00:00,F,79053,76,447,30-06-2025 00:00,5,17,No,Yes,2019,December
448,Employee 448,Finance,Manager,13-04-2023 00:00,F,118736,33,448,30-06-2025 00:00,2,71,No,No,2023,April
449,Employee 449,Finance,Executive,05-10-2021 00:00,M,50982,38,449,30-06-2025 00:00,2,61,Yes,Yes,2021,October
450,Employee 450,Finance,Associate,04-12-2020 00:00,M,30600,78,450,30-06-2025 00:00,5,41,Yes,No,2020,December
451,Employee 451,Sales,Associate,24-05-2020 00:00,F,142785,54,451,30-06-2025 00:00,4,14,Yes,No,2020,May
452,Employee 452,HR,Executive,20-08-2024 00:00,M,41384,12,452,30-06-2025 00:00,3,75,Yes,Yes,2024,August
453,Employee 453,IT,Associate,13-11-2020 00:00,F,50726,62,453,30-06-2025 00:00,4,41,No,Yes,2020,November
454,Employee 454,IT,Manager,06-03-2023 00:00,M,137629,79,454,30-06-2025 00:00,3,75,Yes,Yes,2023,March
455,Employee 455,Marketing,Executive,30-07-2021 00:00,M,76467,85,455,30-06-2025 00:00,5,35,No,No,2021,July
456,Employee 456,Finance,Executive,26-01-2020 00:00,M,42963,25,456,30-06-2025 00:00,1,60,No,Yes,2020,January
457,Employee 457,Finance,Executive,14-08-2020 00:00,M,105291,50,457,30-06-2025 00:00,5,18,Yes,No,2020,August
458,Employee 458,Finance,Executive,27-04-2023 00:00,F,70914,94,458,30-06-2025 00:00,4,6,No,Yes,2023,April
459,Employee 459,Marketing,Executive,21-11-2021 00:00,M,71861,22,459,30-06-2025 00:00,5,31,Yes,Yes,2021,November
460,Employee 460,HR,Analyst,05-04-2019 00:00,M,119011,62,460,30-06-2025 00:00,4,23,Yes,Yes,2019,April
461,Employee 461,Finance,Manager,07-11-2018 00:00,F,86746,34,461,30-06-2025 00:00,3,38,No,Yes,2018,November
462,Employee 462,Finance,Executive,05-07-2022 00:00,F,127880,4,462,30-06-2025 00:00,5,21,Yes,Yes,2022,July
463,Employee 463,HR,Executive,20-11-2021 00:00,F,119202,2,463,30-06-2025 00:00,4,57,No,Yes,2021,November
464,Employee 464,IT,Associate,05-04-2024 00:00,M,122654,53,464,30-06-2025 00:00,3,23,No,No,2024,April
465,Employee 465,IT,Analyst,17-03-2020 00:00,M,83053,5,465,30-06-2025 00:00,3,64,No,Yes,2020,March
466,Employee 466,Finance,Executive,14-10-2023 00:00,M,51893,86,466,30-06-2025 00:00,3,27,No,No,2023,October
467,Employee 467,Finance,Manager,21-01-2022 00:00,F,125869,27,467,30-06-2025 00:00,3,67,No,No,2022,January
468, Employee 468 ,Finance,Associate,21-06-2018 00:00,F,79664,28,468,30-06-2025 00:00,2,19,No,No,2018,June
469,Employee 469,Sales,Executive,06-07-2022 00:00,F,97066,45,469,30-06-2025 00:00,5,10,Yes,No,2022,July
470,Employee 470,Sales,Analyst,16-02-2019 00:00,M,35246,85,470,30-06-2025 00:00,2,75,No,No,2019,February
471,Employee 471,Finance,Associate,25-04-2021 00:00,M,53647,89,471,30-06-2025 00:00,2,15,No,Yes,2021,April
472,Employee 472,Finance,Executive,28-03-2019 00:00,F,29634,84,472,30-06-2025 00:00,3,56,Yes,No,2019,March
473,Employee 473,HR,Associate,22-06-2021 00:00,F,139504,20,473,30-06-2025 00:00,3,3,Yes,No,2021,June
474,Employee 474,Sales,Manager,30-09-2021 00:00,M,86595,25,474,30-06-2025 00:00,3,54,Yes,Yes,2021,September
475,Employee 475,Marketing,Analyst,02-11-2023 00:00,F,30716,63,475,30-06-2025 00:00,3,60,Yes,No,2023,November
476,Employee 476,HR,Executive,25-07-2023 00:00,F,130659,19,476,30-06-2025 00:00,2,25,No,No,2023,July
477,Employee 477,IT,Associate,01-10-2018 00:00,F,87910,73,477,30-06-2025 00:00,3,60,Yes,Yes,2018,October
478,Employee 478,IT,Analyst,23-12-2021 00:00,F,143143,27,478,30-06-2025 00:00,4,72,No,No,2021,December
479,Employee 479,IT,Executive,01-02-2019 00:00,F,45509,91,479,30-06-2025 00:00,5,22,Yes,Yes,2019,February
480,Employee 480,Finance,Associate,18-10-2023 00:00,M,51456,94,480,30-06-2025 00:00,2,48,No,No,2023,October
481,Employee 481,IT,Analyst,24-05-2024 00:00,M,97322,51,481,30-06-2025 00:00,3,76,Yes,No,2024,May
482,Employee 482,Sales,Manager,29-09-2019 00:00,M,145954,23,482,30-06-2025 00:00,5,47,No,No,2019,September
483,Employee 483,IT,Executive,24-05-2019 00:00,M,106790,90,483,30-06-2025 00:00,3,65,No,Yes,2019,May
484,Employee 484,Finance,Manager,27-06-2022 00:00,M,138292,26,484,30-06-2025 00:00,2,50,Yes,Yes,2022,June
485,Employee 485,Sales,Manager,24-11-2022 00:00,F,115659,68,485,30-06-2025 00:00,3,1,Yes,No,2022,November
486,Employee 486,IT,Analyst,05-06-2022 00:00,F,149488,35,486,30-06-2025 00:00,5,71,No,Yes,2022,June
487,Employee 487,HR,Associate,18-02-2021 00:00,F,74735,71,487,30-06-2025 00:00,3,42,Yes,No,2021,February
488,Employee 488,Marketing,Analyst,26-03-2022 00:00,M,141090,46,488,30-06-2025 00:00,5,75,Yes,Yes,2022,March
489,Employee 489,Marketing,Executive,18-06-2024 00:00,F,91445,85,489,30-06-2025 00:00,1,51,Yes,No,2024,June
490,Employee 490,Finance,Executive,14-07-2019 00:00,F,63590,69,490,30-06-2025 00:00,3,35,No,No,2019,July
491,Employee 491,Marketing,Executive,10-09-2024 00:00,F,57391,18,491,30-06-2025 00:00,5,3,Yes,No,2024,September
492,Employee 492,IT,Analyst,26-11-2023 00:00,M,109600,75,492,30-06-2025 00:00,3,46,No,No,2023,November
493,Employee 493,HR,Manager,18-07-2019 00:00,M,64498,6,493,30-06-2025 00:00,3,68,Yes,Yes,2019,July
494,Employee 494,Finance,Analyst,10-05-2020 00:00,M,72873,16,494,30-06-2025 00:00,5,38,Yes,Yes,2020,May
495,Employee 495,IT,Associate,01-10-2022 00:00,M,74089,55,495,30-06-2025 00:00,3,16,No,Yes,2022,October
496,Employee 496,IT,Executive,28-02-2021 00:00,F,96696,2,496,30-06-2025 00:00,4,71,Yes,Yes,2021,February
497,Employee 497,Marketing,Executive,13-04-2022 00:00,F,85787,24,497,30-06-2025 00:00,1,33,Yes,Yes,2022,April
498,Employee 498,IT,Associate,15-01-2018 00:00,M,93509,38,498,30-06-2025 00:00,2,38,No,Yes,2018,January
499,Employee 499,Marketing,Analyst,14-04-2024 00:00,F,83236,99,499,30-06-2025 00:00,2,72,No,No,2024,April
500,Employee 500,Sales,Analyst,14-11-2019 00:00,F,78781,55,500,30-06-2025 00:00,3,79,No,Yes,2019,November
501, Employee 501 ,HR,Analyst,12-10-2022 00:00,M,81753,66,501,30-06-2025 00:00,1,55,Yes,Yes,2022,October
502,Employee 502,HR,Executive,04-10-2024 00:00,M,109188,76,502,30-06-2025 00:00,3,62,Yes,Yes,2024,October
503,Employee 503,Sales,Analyst,05-12-2018 00:00,F,89248,85,503,30-06-2025 00:00,2,64,Yes,Yes,2018,December
504,Employee 504,Sales,Associate,11-08-2019 00:00,F,105172,28,504,30-06-2025 00:00,3,48,No,No,2019,August
505,Employee 505,Sales,Executive,14-03-2019 00:00,M,76821,83,505,30-06-2025 00:00,3,31,Yes,No,2019,March
506,Employee 506,Sales,Executive,26-07-2020 00:00,F,75379,90,506,30-06-2025 00:00,5,9,No,No,2020,July
507,Employee 507,Sales,Associate,22-07-2021 00:00,F,141725,31,507,30-06-2025 00:00,4,34,No,Yes,2021,July
508,Employee 508,Marketing,Analyst,29-03-2019 00:00,M,30058,100,508,30-06-2025 00:00,4,8,Yes,No,2019,March
509,Employee 509,HR,Executive,19-09-2020 00:00,F,53541,76,509,30-06-2025 00:00,4,22,Yes,Yes,2020,September
510,Employee 510,Finance,Executive,21-04-2024 00:00,F,66385,63,510,30-06-2025 00:00,2,25,Yes,No,2024,April
511,Employee 511,IT,Manager,10-08-2018 00:00,F,80956,77,511,30-06-2025 00:00,5,52,Yes,Yes,2018,August
512,Employee 512,Sales,Executive,12-07-2018 00:00,F,91509,59,512,30-06-2025 00:00,2,79,No,No,2018,July
513,Employee 513,Sales,Associate,04-06-2024 00:00,M,137575,94,513,30-06-2025 00:00,1,19,Yes,No,2024,June
514,Employee 514,Finance,Analyst,15-06-2024 00:00,F,63015,71,514,30-06-2025 00:00,5,10,Yes,No,2024,June
515,Employee 515,Marketing,Associate,15-03-2024 00:00,F,35278,28,515,30-06-2025 00:00,3,48,No,Yes,2024,March
516,Employee 516,HR,Analyst,17-01-2021 00:00,F,146344,19,516,30-06-2025 00:00,1,45,No,Yes,2021,January
517,Employee 517,IT,Analyst,13-08-2019 00:00,F,90075,96,517,30-06-2025 00:00,2,60,No,No,2019,August
518,Employee 518,IT,Executive,11-05-2020 00:00,F,51080,50,518,30-06-2025 00:00,1,51,No,Yes,2020,May
519,Employee 519,IT,Analyst,29-08-2020 00:00,F,143586,68,519,30-06-2025 00:00,4,28,Yes,Yes,2020,August
520,Employee 520,IT,Executive,24-02-2019 00:00,F,145577,4,520,30-06-2025 00:00,5,12,Yes,Yes,2019,February
521,Employee 521,HR,Manager,12-07-2021 00:00,M,68314,34,521,30-06-2025 00:00,4,10,Yes,No,2021,July
522,Employee 522,Sales,Executive,05-02-2020 00:00,M,48977,74,522,30-06-2025 00:00,1,45,Yes,No,2020,February
523,Employee 523,Finance,Analyst,04-12-2022 00:00,M,73861,54,523,30-06-2025 00:00,4,25,Yes,No,2022,December
524,Employee 524,Finance,Manager,31-10-2020 00:00,M,38124,16,524,30-06-2025 00:00,1,62,No,Yes,2020,October
525,Employee 525,HR,Executive,27-08-2019 00:00,F,143207,14,525,30-06-2025 00:00,1,40,Yes,No,2019,August
526,Employee 526,Finance,Associate,02-07-2021 00:00,F,109024,48,526,30-06-2025 00:00,2,27,No,Yes,2021,July
527,Employee 527,Marketing,Analyst,09-10-2021 00:00,M,109190,30,527,30-06-2025 00:00,5,34,Yes,Yes,2021,October
528,Employee 528,Finance,Associate,01-03-2024 00:00,F,48158,43,528,30-06-2025 00:00,5,5,No,No,2024,March
529,Employee 529,Marketing,Analyst,28-10-2024 00:00,M,141974,5,529,30-06-2025 00:00,1,63,Yes,Yes,2024,October
530,Employee 530,HR,Executive,11-07-2022 00:00,M,112178,19,530,30-06-2025 00:00,4,62,No,No,2022,July
531,Employee 531,Finance,Executive,15-07-2020 00:00,F,77922,51,531,30-06-2025 00:00,5,34,No,Yes,2020,July
532,Employee 532,Finance,Manager,28-08-2018 00:00,F,108535,40,532,30-06-2025 00:00,3,33,Yes,No,2018,August
533, Employee 533 ,Sales,Executive,27-07-2018 00:00,M,105981,77,533,30-06-2025 00:00,4,49,No,No,2018,July
534,Employee 534,Finance,Associate,02-06-2020 00:00,M,87880,20,534,30-06-2025 00:00,3,41,Yes,No,2020,June
535,Employee 535,Finance,Executive,08-02-2021 00:00,M,53373,11,535,30-06-2025 00:00,2,12,Yes,No,2021,February
536,Employee 536,IT,Analyst,06-07-2018 00:00,M,110204,89,536,30-06-2025 00:00,3,78,Yes,No,2018,July
537,Employee 537,HR,Manager,01-11-2019 00:00,M,126192,99,537,30-06-2025 00:00,1,56,Yes,Yes,2019,November
538,Employee 538,IT,Analyst,05-05-2018 00:00,M,85117,64,538,30-06-2025 00:00,2,80,No,Yes,2018,May
539,Employee 539,Sales,Executive,29-11-2021 00:00,F,31261,15,539,30-06-2025 00:00,4,76,No,Yes,2021,November
540,Employee 540,HR,Analyst,17-03-2021 00:00,F,142886,61,540,30-06-2025 00:00,3,21,No,No,2021,March
541,Employee 541,Sales,Analyst,22-01-2022 00:00,M,107142,89,541,30-06-2025 00:00,4,23,Yes,Yes,2022,January
542,Employee 542,Sales,Analyst,04-09-2024 00:00,M,107121,53,542,30-06-2025 00:00,3,76,No,Yes,2024,September
543,Employee 543,IT,Associate,24-08-2024 00:00,M,80519,25,543,30-06-2025 00:00,2,29,No,No,2024,August
544,Employee 544,IT,Executive,14-10-2018 00:00,F,27833,10,544,30-06-2025 00:00,1,44,Yes,No,2018,October
545,Employee 545,HR,Manager,22-01-2022 00:00,F,111258,1,545,30-06-2025 00:00,2,72,Yes,Yes,2022,January
546,Employee 546,HR,Executive,10-01-2023 00:00,M,69423,16,546,30-06-2025 00:00,3,40,No,Yes,2023,January
547,Employee 547,HR,Associate,26-10-2020 00:00,M,82773,77,547,30-06-2025 00:00,2,66,No,No,2020,October
548,Employee 548,HR,Manager,28-09-2023 00:00,F,60528,86,548,30-06-2025 00:00,4,53,Yes,Yes,2023,September
549,Employee 549,Marketing,Analyst,13-05-2019 00:00,F,124478,31,549,30-06-2025 00:00,3,54,No,Yes,2019,May
550,Employee 550,Sales,Associate,17-07-2018 00:00,F,96055,66,550,30-06-2025 00:00,3,53,Yes,Yes,2018,July
551,Employee 551,Marketing,Analyst,22-06-2018 00:00,F,88660,24,551,30-06-2025 00:00,3,6,Yes,Yes,2018,June
552,Employee 552,Sales,Analyst,31-05-2020 00:00,M,72562,38,552,30-06-2025 00:00,5,69,No,Yes,2020,May
553,Employee 553,Marketing,Executive,26-03-2023 00:00,M,101347,69,553,30-06-2025 00:00,1,22,No,Yes,2023,March
554,Employee 554,HR,Associate,21-09-2023 00:00,F,81962,17,554,30-06-2025 00:00,1,39,No,Yes,2023,September
555,Employee 555,IT,Executive,26-05-2019 00:00,M,100577,17,555,30-06-2025 00:00,4,64,No,Yes,2019,May
556,Employee 556,HR,Executive,25-11-2019 00:00,M,45909,81,556,30-06-2025 00:00,1,57,No,No,2019,November
557,Employee 557,Marketing,Associate,09-03-2018 00:00,F,70108,65,557,30-06-2025 00:00,2,64,No,Yes,2018,March
558,Employee 558,Finance,Executive,14-04-2019 00:00,F,84585,35,558,30-06-2025 00:00,4,28,No,No,2019,April
559,Employee 559,Sales,Associate,18-01-2018 00:00,F,37827,60,559,30-06-2025 00:00,5,44,No,Yes,2018,January
560,Employee 560,IT,Manager,22-07-2021 00:00,F,51449,44,560,30-06-2025 00:00,5,60,Yes,No,2021,July
561,Employee 561,IT,Executive,20-06-2020 00:00,M,50859,61,561,30-06-2025 00:00,3,51,No,No,2020,June
562,Employee 562,HR,Associate,30-01-2018 00:00,F,26419,92,562,30-06-2025 00:00,2,21,Yes,Yes,2018,January
563,Employee 563,Finance,Executive,02-06-2023 00:00,M,142568,52,563,30-06-2025 00:00,1,50,Yes,Yes,2023,June
564,Employee 564,Sales,Associate,03-07-2021 00:00,M,95019,90,564,30-06-2025 00:00,1,70,No,No,2021,July
565,Employee 565,Finance,Associate,28-03-2024 00:00,M,138380,21,565,30-06-2025 00:00,4,56,Yes,Yes,2024,March
566,Employee 566,Sales,Executive,16-05-2022 00:00,F,88777,89,566,30-06-2025 00:00,5,37,No,No,2022,May
567,Employee 567,HR,Manager,30-03-2019 00:00,F,52038,10,567,30-06-2025 00:00,5,12,No,No,2019,March
568,Employee 568,HR,Manager,16-02-2019 00:00,M,138097,50,568,30-06-2025 00:00,3,2,Yes,No,2019,February
569,Employee 569,Sales,Analyst,31-03-2019 00:00,F,107906,80,569,30-06-2025 00:00,4,2,No,Yes,2019,March
570,Employee 570,Marketing,Executive,19-09-2021 00:00,F,34057,17,570,30-06-2025 00:00,3,49,No,No,2021,September
571,Employee 571,Sales,Analyst,23-11-2018 00:00,M,140136,45,571,30-06-2025 00:00,1,17,Yes,No,2018,November
572,Employee 572,IT,Executive,03-02-2021 00:00,F,45937,79,572,30-06-2025 00:00,4,71,No,Yes,2021,February
573,Employee 573,IT,Executive,02-04-2020 00:00,F,42929,77,573,30-06-2025 00:00,3,26,No,No,2020,April
574,Employee 574,IT,Executive,17-01-2019 00:00,F,68920,35,574,30-06-2025 00:00,4,56,Yes,No,2019,January
575,Employee 575,Sales,Manager,27-03-2022 00:00,M,111012,72,575,30-06-2025 00:00,5,15,No,No,2022,March
576,Employee 576,IT,Executive,14-03-2018 00:00,M,99477,82,576,30-06-2025 00:00,4,45,No,Yes,2018,March
577,Employee 577,Sales,Executive,16-08-2024 00:00,M,43966,43,577,30-06-2025 00:00,4,61,No,Yes,2024,August
578,Employee 578,HR,Manager,26-11-2020 00:00,F,99148,80,578,30-06-2025 00:00,5,28,No,Yes,2020,November
579,Employee 579,Sales,Associate,30-06-2024 00:00,M,67511,62,579,30-06-2025 00:00,4,24,No,No,2024,June
580,Employee 580,Sales,Executive,19-02-2024 00:00,M,26375,6,580,30-06-2025 00:00,2,28,Yes,No,2024,February
581,Employee 581,IT,Analyst,22-04-2023 00:00,M,33926,63,581,30-06-2025 00:00,4,41,No,Yes,2023,April
582,Employee 582,Finance,Analyst,14-01-2018 00:00,F,87299,19,582,30-06-2025 00:00,5,59,No,Yes,2018,January
583,Employee 583,Finance,Executive,23-08-2019 00:00,M,147001,36,583,30-06-2025 00:00,3,47,No,No,2019,August
584,Employee 584,Finance,Manager,13-09-2020 00:00,F,110724,100,584,30-06-2025 00:00,3,18,No,Yes,2020,September
585,Employee 585,HR,Analyst,02-05-2021 00:00,F,67932,39,585,30-06-2025 00:00,2,65,No,Yes,2021,May
586,Employee 586,Finance,Associate,13-07-2024 00:00,M,131602,49,586,30-06-2025 00:00,3,76,No,No,2024,July
587,Employee 587,IT,Manager,16-04-2020 00:00,F,148114,45,587,30-06-2025 00:00,5,59,No,No,2020,April
588,Employee 588,HR,Executive,16-10-2019 00:00,F,81399,17,588,30-06-2025 00:00,1,39,Yes,Yes,2019,October
589,Employee 589,HR,Executive,02-02-2024 00:00,M,40672,84,589,30-06-2025 00:00,5,42,Yes,Yes,2024,February
590,Employee 590,HR,Manager,12-11-2021 00:00,F,95629,62,590,30-06-2025 00:00,1,77,Yes,Yes,2021,November
591,Employee 591,Finance,Executive,01-03-2023 00:00,M,61012,69,591,30-06-2025 00:00,3,63,No,Yes,2023,March
592,Employee 592,IT,Associate,02-02-2020 00:00,F,30326,4,592,30-06-2025 00:00,2,17,No,Yes,2020,February
593,Employee 593,Marketing,Analyst,18-07-2018 00:00,M,134328,14,593,30-06-2025 00:00,5,6,No,No,2018,July
594,Employee 594,IT,Executive,18-05-2020 00:00,F,123402,42,594,30-06-2025 00:00,3,4,No,Yes,2020,May
595,Employee 595,IT,Associate,03-10-2024 00:00,M,118815,15,595,30-06-2025 00:00,4,13,Yes,Yes,2024,October
596,Employee 596,Marketing,Analyst,16-03-2018 00:00,F,100016,54,596,30-06-2025 00:00,2,53,Yes,No,2018,March
597,Employee 597,IT,Associate,30-05-2021 00:00,F,33630,55,597,30-06-2025 00:00,3,50,Yes,No,2021,May
598,Employee 598,Marketing,Analyst,26-06-2019 00:00,M,51592,94,598,30-06-2025 00:00,5,36,Yes,Yes,2019,June
599,Employee 599,IT,Executive,05-02-2022 00:00,F,125303,76,599,30-06-2025 00:00,3,75,No,No,2022,February
600,Employee 600,Sales,Executive,21-10-2022 00:00,F,93745,87,600,30-06-2025 00:00,1,1,No,Yes,2022,October
601,Employee 601,Sales,Analyst,14-05-2023 00:00,M,90073,48,601,30-06-2025 00:00,3,15,No,Yes,2023,May
602,Employee 602,Marketing,Analyst,10-05-2021 00:00,M,50870,100,602,30-06-2025 00:00,5,66,No,Yes,2021,May
603,Employee 603,Finance,Analyst,06-10-2018 00:00,F,140208,19,603,30-06-2025 00:00,3,67,No,No,2018,October
604,Employee 604,Sales,Associate,22-02-2018 00:00,F,45990,99,604,30-06-2025 00:00,4,49,No,No,2018,February
605,Employee 605,Sales,Executive,04-12-2020 00:00,F,60327,100,605,30-06-2025 00:00,4,19,No,Yes,2020,December
606,Employee 606,Finance,Manager,23-03-2024 00:00,F,148594,67,606,30-06-2025 00:00,2,46,Yes,No,2024,March
607,Employee 607,HR,Analyst,15-07-2018 00:00,F,146026,47,607,30-06-2025 00:00,3,62,Yes,Yes,2018,July
608,Employee 608,IT,Associate,24-08-2018 00:00,M,43448,19,608,30-06-2025 00:00,3,1,Yes,Yes,2018,August
609,Employee 609,Sales,Executive,19-09-2021 00:00,F,93185,81,609,30-06-2025 00:00,5,55,No,No,2021,September
610,Employee 610,Sales,Analyst,19-06-2024 00:00,F,131476,42,610,30-06-2025 00:00,5,30,No,No,2024,June
611,Employee 611,HR,Executive,15-07-2018 00:00,M,70742,65,611,30-06-2025 00:00,3,74,No,Yes,2018,July
612,Employee 612,Finance,Executive,03-03-2020 00:00,M,88449,96,612,30-06-2025 00:00,5,61,No,No,2020,March
613,Employee 613,HR,Analyst,05-07-2020 00:00,M,109496,72,613,30-06-2025 00:00,1,0,Yes,No,2020,July
614,Employee 614,Marketing,Manager,10-06-2024 00:00,M,73765,89,614,30-06-2025 00:00,5,66,Yes,No,2024,June
615,Employee 615,Marketing,Analyst,16-07-2020 00:00,M,149611,34,615,30-06-2025 00:00,1,50,Yes,No,2020,July
616,Employee 616,Finance,Analyst,20-07-2022 00:00,M,26538,57,616,30-06-2025 00:00,4,13,Yes,Yes,2022,July
617,Employee 617,Finance,Manager,07-02-2023 00:00,M,70514,73,617,30-06-2025 00:00,5,79,No,No,2023,February
618,Employee 618,Finance,Manager,27-05-2023 00:00,F,135174,40,618,30-06-2025 00:00,3,59,No,Yes,2023,May
619,Employee 619,Finance,Manager,27-05-2018 00:00,F,35276,7,619,30-06-2025 00:00,2,2,Yes,Yes,2018,May
620,Employee 620,Finance,Analyst,16-09-2021 00:00,F,53799,97,620,30-06-2025 00:00,5,5,Yes,No,2021,September
621,Employee 621,HR,Analyst,22-04-2023 00:00,M,79688,86,621,30-06-2025 00:00,4,31,Yes,No,2023,April
622,Employee 622,IT,Manager,27-12-2022 00:00,M,28909,88,622,30-06-2025 00:00,3,32,Yes,Yes,2022,December
623,Employee 623,Sales,Executive,21-05-2023 00:00,M,97598,74,623,30-06-2025 00:00,1,3,No,Yes,2023,May
624, Employee 624 ,Finance,Manager,07-09-2023 00:00,F,37308,22,624,30-06-2025 00:00,3,39,No,No,2023,September
625,Employee 625,IT,Associate,30-12-2018 00:00,F,32423,37,625,30-06-2025 00:00,1,75,Yes,Yes,2018,December
626,Employee 626,Marketing,Manager,29-07-2019 00:00,F,82754,49,626,30-06-2025 00:00,4,9,Yes,No,2019,July
627,Employee 627,IT,Executive,07-02-2023 00:00,M,102496,40,627,30-06-2025 00:00,2,53,No,No,2023,February
628,Employee 628,Sales,Associate,11-11-2020 00:00,M,139849,34,628,30-06-2025 00:00,1,56,No,Yes,2020,November
629,Employee 629,Marketing,Associate,24-11-2018 00:00,F,53629,32,629,30-06-2025 00:00,4,4,No,Yes,2018,November
630,Employee 630,Sales,Manager,16-04-2021 00:00,F,103292,90,630,30-06-2025 00:00,3,18,No,No,2021,April
631,Employee 631,Finance,Manager,27-09-2019 00:00,F,62663,61,631,30-06-2025 00:00,3,0,Yes,Yes,2019,September
632,Employee 632,HR,Manager,23-08-2019 00:00,F,91533,89,632,30-06-2025 00:00,1,14,No,No,2019,August
633,Employee 633,IT,Executive,05-02-2018 00:00,M,59995,65,633,30-06-2025 00:00,4,75,Yes,Yes,2018,February
634,Employee 634,Sales,Executive,15-02-2019 00:00,F,87210,27,634,30-06-2025 00:00,1,66,No,Yes,2019,February
635,Employee 635,Finance,Executive,03-11-2023 00:00,M,50523,92,635,30-06-2025 00:00,5,0,No,Yes,2023,November
636,Employee 636,HR,Manager,03-03-2024 00:00,F,47429,88,636,30-06-2025 00:00,1,28,No,Yes,2024,March
637,Employee 637,Sales,Executive,19-03-2022 00:00,F,33144,8,637,30-06-2025 00:00,3,28,Yes,No,2022,March
638,Employee 638,Finance,Analyst,11-07-2024 00:00,F,110141,48,638,30-06-2025 00:00,3,13,Yes,No,2024,July
639,Employee 639,IT,Executive,28-11-2023 00:00,F,80984,14,639,30-06-2025 00:00,3,64,Yes,No,2023,November
640,Employee 640,HR,Analyst,26-10-2018 00:00,M,115859,34,640,30-06-2025 00:00,4,68,No,Yes,2018,October
641,Employee 641,Finance,Executive,24-03-2024 00:00,F,109629,88,641,30-06-2025 00:00,1,63,No,Yes,2024,March
642,Employee 642,IT,Associate,31-05-2020 00:00,M,126467,75,642,30-06-2025 00:00,3,9,Yes,Yes,2020,May
643,Employee 643,Sales,Manager,31-08-2021 00:00,F,94718,32,643,30-06-2025 00:00,4,45,Yes,Yes,2021,August
644, Employee 644 ,Finance,Analyst,11-08-2019 00:00,F,96944,35,644,30-06-2025 00:00,3,42,Yes,No,2019,August
645,Employee 645,IT,Analyst,10-08-2021 00:00,M,139484,52,645,30-06-2025 00:00,4,54,No,Yes,2021,August
646,Employee 646,IT,Executive,31-03-2022 00:00,M,62955,61,646,30-06-2025 00:00,3,49,Yes,No,2022,March
647,Employee 647,IT,Executive,12-10-2021 00:00,M,89863,4,647,30-06-2025 00:00,4,48,No,Yes,2021,October
648,Employee 648,HR,Associate,22-03-2019 00:00,F,136240,80,648,30-06-2025 00:00,3,17,No,No,2019,March
649,Employee 649,Sales,Executive,29-05-2023 00:00,F,134095,31,649,30-06-2025 00:00,3,49,No,Yes,2023,May
650,Employee 650,Sales,Analyst,13-05-2020 00:00,F,118340,25,650,30-06-2025 00:00,3,61,No,No,2020,May
651,Employee 651,Sales,Manager,18-09-2023 00:00,F,146926,18,651,30-06-2025 00:00,2,61,No,Yes,2023,September
652,Employee 652,Sales,Analyst,02-10-2022 00:00,M,121000,59,652,30-06-2025 00:00,4,70,Yes,No,2022,October
653,Employee 653,Marketing,Analyst,10-09-2022 00:00,F,59984,3,653,30-06-2025 00:00,5,2,No,No,2022,September
654,Employee 654,Marketing,Associate,26-09-2023 00:00,F,76706,97,654,30-06-2025 00:00,1,59,Yes,Yes,2023,September
655,Employee 655,HR,Analyst,23-08-2020 00:00,M,126485,22,655,30-06-2025 00:00,1,47,Yes,Yes,2020,August
656,Employee 656,Finance,Manager,09-11-2021 00:00,M,122176,72,656,30-06-2025 00:00,2,44,Yes,No,2021,November
657,Employee 657,Sales,Manager,15-02-2024 00:00,F,71458,31,657,30-06-2025 00:00,5,78,Yes,Yes,2024,February
658,Employee 658,HR,Associate,24-01-2019 00:00,F,68423,6,658,30-06-2025 00:00,1,29,No,No,2019,January
659,Employee 659,HR,Analyst,08-04-2018 00:00,M,144904,32,659,30-06-2025 00:00,4,40,Yes,Yes,2018,April
660,Employee 660,HR,Analyst,03-09-2023 00:00,M,147639,86,660,30-06-2025 00:00,3,7,No,Yes,2023,September
661,Employee 661,Marketing,Associate,20-12-2022 00:00,F,48111,61,661,30-06-2025 00:00,4,23,Yes,Yes,2022,December
662,Employee 662,Sales,Executive,08-01-2022 00:00,M,65706,22,662,30-06-2025 00:00,3,23,Yes,No,2022,January
663,Employee 663,Sales,Associate,12-08-2021 00:00,M,128415,6,663,30-06-2025 00:00,4,75,No,Yes,2021,August
664,Employee 664,Finance,Executive,22-10-2021 00:00,M,132422,40,664,30-06-2025 00:00,4,28,No,Yes,2021,October
665,Employee 665,IT,Associate,22-05-2021 00:00,F,86747,57,665,30-06-2025 00:00,4,11,No,Yes,2021,May
666,Employee 666,Marketing,Manager,20-08-2024 00:00,F,66641,42,666,30-06-2025 00:00,4,70,No,No,2024,August
667,Employee 667,HR,Analyst,25-08-2020 00:00,M,113286,39,667,30-06-2025 00:00,1,31,Yes,Yes,2020,August
668,Employee 668,Marketing,Executive,27-12-2018 00:00,F,51386,59,668,30-06-2025 00:00,4,32,Yes,No,2018,December
669,Employee 669,Sales,Executive,05-11-2020 00:00,F,94734,44,669,30-06-2025 00:00,3,22,Yes,No,2020,November
670,Employee 670,IT,Analyst,03-01-2019 00:00,M,149527,23,670,30-06-2025 00:00,4,6,No,No,2019,January
